Code	Group	Subgroup	Brand	Item	Description	Wholesale price (USD)
4180	Computer equipment and components	Power supplies	Aerocool	Power Supply 600W Aerocool "VX-600 PLUS" ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.1 m)		33.2
4181	Computer equipment and components	Power supplies	Aerocool	Power Supply 700W Aerocool "VX-700 PLUS" ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.1 m)		40.98
4182	Computer equipment and components	Power supplies	Aerocool	Power Supply 700W Aerocool "VX-700" ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.1 m)		38.53
4183	Computer equipment and components	Power supplies	Aerocool	Power Supply 750W Aerocool "KCAS Modular" ATX12V V2.4 (20/24+4/8+6/8pin, fan d140 mm) + power cable EURO (1.1 m)		67.22
4184	Computer equipment and components	Power supplies	Aerocool	Power Supply 750W Aerocool "VX-750 PLUS" ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.1 m)		43.59
4185	Computer equipment and components	Power supplies	Aerocool	Power Supply 750W Aerocool "VX-750" ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.1 m)		40.16
4186	Computer equipment and components	Power supplies	Aerocool	Power Supply 800W Aerocool "VX-800 PLUS" ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.1 m)		47.28
4187	Computer equipment and components	Power supplies	Chieftec	Power Supply 1000W Chieftec "A-135 APS-1000CB" ATX12V V2.3 (24+4/8+6/8+8pin, fan d140 mm) + power cable EURO (1.5 m)		113.46
4188	Computer equipment and components	Power supplies	Chieftec	Power Supply 1000W Chieftec "Silicon SLC-1000C" ATX12V V2.3 (24+4/8+6/8pin, fan d140 mm) + power cable EURO		112.47
4189	Computer equipment and components	Power supplies	Chieftec	Power Supply 500W Chieftec "GPS-500A8" ATX12V V2.3 (24+4+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		37.53
4190	Computer equipment and components	Power supplies	Chieftec	Power Supply 500W Chieftec "iArena GPA-500S8" ATX12V V2.0 (20/24+4+6/8pin, fan d120 mm)		32.67
4191	Computer equipment and components	Power supplies	Chieftec	Power Supply 650W Chieftec "A-135 APS-650CB" ATX12V V2.3 (24+4/8+6/8pin, fan d140 mm) + power cable EURO (1.5 m)		68.68
4192	Computer equipment and components	Power supplies	Chieftec	Power Supply 700W Chieftec "GPS-700A8" ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		47.37
4193	Computer equipment and components	Power supplies	Chieftec	Power Supply 700W Chieftec "iArena GPA-700S" ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm)		43.06
4194	Computer equipment and components	Power supplies	Chieftec	Power Supply 750W Chieftec "A-90 GDP-750C" ATX12V V2.3 (20/24+4/8+6/8pin, fan d140 mm) + power cable EURO (1.5 m)		72.55
4195	Computer equipment and components	Power supplies	Chieftec	Power Supply 750W Chieftec "A80 CTG-750C" ATX12V V2.3 (24+4/8+8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		61.23
4196	Computer equipment and components	Power supplies	Chieftec	Power Supply 750W Chieftec "Navitas GPM-750C" ATX12V V2.3 (24+4/8+6/8pin, fan d140 mm) + power cable EURO (1.5 m)		85.1
4197	Computer equipment and components	Power supplies	Chieftec	Power Supply 850W Chieftec "A-135 APS-850CB" ATX12V V2.3 (24+4/8+6/8+8pin, fan d140 mm) + power cable EURO (1.5 m)		100.37
4198	Computer equipment and components	Power supplies	Chieftec	Power Supply 850W Chieftec "Proton BDF-850C" ATX12V V2.3 (20/24+4/8+6/8pin, fan d140 mm) + power cable EURO (1.5 m)		93.97
4199	Computer equipment and components	Power supplies	Codegen	Power Supply 350W Codegen "QORi 350CG" ATX12V V2.03 (20/24+4pin, fan d80 mm)		9.99
4200	Computer equipment and components	Power supplies	Codegen	Power Supply 450W Codegen "QORi 450CG" ATX12V V2.03 (20/24+4pin, fan d80 mm)		11.57
4201	Computer equipment and components	Power supplies	Codegen	Power Supply 500W Codegen "QORi 500CG" ATX12V V2.03 (20/24+4pin, fan d120 mm)		14.13
4202	Computer equipment and components	Power supplies	Cooler Master	Power Supply 1000W Cooler Master "V1000" RS-A00-AFBA-G1 ATX12V V2.31 (20/24+4/8+6/8pin, fan d135 mm) + power cable EURO (1.5 m)		192.45
4203	Computer equipment and components	Power supplies	Cooler Master	Power Supply 1200W Cooler Master "V1200 Platinum" RS-C00-AFBA-G1 ATX12V V2.31 (20/24+4/8+6/8pin, fan d135 mm) + power cable EURO (1.5 m)		263.66
4204	Computer equipment and components	Power supplies	Cooler Master	Power Supply 500W Cooler Master "Masterwatt Lite 500" MPX-5001-ACABW ATX12V V2.31 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		42.63
4205	Computer equipment and components	Power supplies	Cooler Master	Power Supply 700W Cooler Master "B700 Ver.2" RS-700-ACAB-B1 ATX12V V2.31 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		57.91
4206	Computer equipment and components	Power supplies	Cooler Master	Power Supply 700W Cooler Master "MasterWatt Lite 700" MPX-7001-ACABW ATX12V V2.31 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		56.74
4207	Computer equipment and components	Power supplies	Cooler Master	Power Supply 700W Cooler Master "MasterWatt Lite 700" MPX-7001-ACABW-ES ATX12V V2.31 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		56.74
4208	Computer equipment and components	Power supplies	Corsair	Power Supply 1200W Corsair "HX1200" CP-9020140-EU ATX12V V2.4 (20/24+4/8+6/8pin, fan d135 mm) + power cable EURO (1.5 m)		244.88
4209	Computer equipment and components	Power supplies	Corsair	Power Supply 550W Corsair "VS550" CP-9020097-EU ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		46.6
4210	Computer equipment and components	Power supplies	Corsair	Power Supply 650W Corsair "CX650" CP-9020122-EU ATX12V V2.4 (20/24+4/8+6/8pin, fan d120 mm) + power cable		117.2
4211	Computer equipment and components	Power supplies	Corsair	Power Supply 650W Corsair "VS650" CP-9020172-EU ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		62.69
4212	Computer equipment and components	Power supplies	Corsair	Power Supply 750W Corsair "CX750M" CP-9020061-EU ATX12V V2.3 (20/24+4/8+6/8pin, fan d140 mm) + power cable EURO (1.5 m)		105.48
4213	Computer equipment and components	Power supplies	Corsair	Power Supply 750W Corsair "RM750i" CP-9020082-EU ATX12V V2.4 (20/24+4/8+6/8pin, fan d135 mm) + power cable EURO (1.5 m)		168.08
4214	Computer equipment and components	Power supplies	Corsair	Power Supply 750W Corsair "RM750x" CP-9020179-EU ATX12V V2.4 (20/24+4/8+6/8pin, fan d135 mm) + power cable EURO (1.5 m)		128.53
4215	Computer equipment and components	Power supplies	Corsair	Power Supply 750W Corsair "TX750M" CP-9020131-EU ATX12V V2.4 (24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		118.74
4216	Computer equipment and components	Power supplies	Corsair	Power Supply 850W Corsair "HX850" CP-9020138-EU ATX12V V2.4 (20/24+4/8+6/8pin, fan d135 mm) + power cable EURO (1.5 m)		190.68
4217	Computer equipment and components	Power supplies	Corsair	Power Supply 850W Corsair "RM850x" CP-9020180-EU ATX12V V2.4 (20/24+4/8+6/8pin, fan d135 mm) + power cable EURO (1.5 m)		156.53
4218	Computer equipment and components	Power supplies	FSP	Power Supply 400W FSP "ATX-400PNR" ATX12V V2.0 (20/24+4+6pin, fan d120 mm)		26.79
4219	Computer equipment and components	Power supplies	FSP	Power Supply 400W FSP "Q-DION QD400" ATX12V V2.3 (24+4pin, fan d120 mm)		22.98
4220	Computer equipment and components	Power supplies	FSP	Power Supply 450W FSP "ATX-450PNR-I" ATX12V V2.2 (20/24+4/8+6+6/8pin, fan d120 mm)		26.39
4221	Computer equipment and components	Power supplies	FSP	Power Supply 450W FSP "Q-DION QD450" ATX12V V2.3 (24+4+6pin, fan d120 mm)		25.12
4222	Computer equipment and components	Power supplies	FSP	Power Supply 500W FSP "Q-DION QD500" ATX12V V2.3 (24+4+6pin, fan d120 mm)		27.25
4223	Computer equipment and components	Power supplies	FSP	Power Supply 600W FSP "ATX-600PNR" ATX12V V2.0 (24+4/8+6/8pin, fan d120 mm)		43.05
4224	Computer equipment and components	Power supplies	FSP	Power Supply 600W FSP "Q-DION QD600" ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm)		33.09
4225	Computer equipment and components	Power supplies	FSP	Power Supply 700W FSP "ATX-700PNR-I" ATX12V V2.2 (20/24+4/8+6/8pin, fan d120 mm)		46.09
4226	Computer equipment and components	Power supplies	FSP	Power Supply 700W FSP "ATX-750PNR-Q" ATX12V V2.2 (20/24+4/8+6/8pin, fan d120 mm)		46.75
4227	Computer equipment and components	Power supplies	High Power	Power Supply 850W High Power "Super GD 850W" HPS-850GD-F14C ATX12V V2.4 (20/24+4/8+6/8pin, fan d135 mm) + power cable EURO (1.4 m)		105.65
4228	Computer equipment and components	Power supplies	IN-WIN	Power Supply 150W IN-WIN "Powerman IP-AD150A7-2 H" ITX12V (20/24+4/8pin, fan d40 mm)		36.78
4229	Computer equipment and components	Power supplies	IN-WIN	Power Supply 300W IN-WIN "Powerman IP-P300BN1-0" SFX12V (20/24+4/8pin, fan d80 mm)		30.99
4230	Computer equipment and components	Power supplies	IN-WIN	Power Supply 300W IN-WIN "Powerman IP-S300FF7-0" TFX12V V2.3.1 (20/24+4pin, fan d80 mm)		30.78
4231	Computer equipment and components	Power supplies	IN-WIN	Power Supply 450W IN-WIN "Power Rebel RB-S450HQ7-0" ATX12V V2.0 (20/24+4/8+6/8pin, fan d120 mm)		26.79
4232	Computer equipment and components	Power supplies	IN-WIN	Power Supply 500W IN-WIN "Power Rebel RB-S500HQ7-0" ATX12V V2.0 (20/24+4/8+6/8pin, fan d120 mm)		28.9
4233	Computer equipment and components	Power supplies	Navan	Power Supply 500W Navan "APFC-500W" ATX12V V2.3 (20/24+4/8+6pin, fan d120 mm) + power cable EURO (1.2 m)		26.26
4234	Computer equipment and components	Power supplies	Powerman	Power Supply 500W Powerman "PM-500ATX-F" ATX12V V2.2 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO		21.02
4235	Computer equipment and components	Power supplies	Powerman	Power Supply 600W Powerman "PM-600ATX-F-BL" ATX12V V2.2 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.2 m)		25.64
4236	Computer equipment and components	Power supplies	Powerman	Power Supply 600W Powerman "PM-600ATX-F" ATX12V V2.2 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.2 m)		25.22
4237	Computer equipment and components	Power supplies	Super Flower	Power Supply 1000W Super Flower "Leadex II Gold" SF-1000F14EG ATX12V V2.32 (20/24+4/8+6/8+8pin, fan d135 mm) + power cable EURO (1.4 m)		179.89
4238	Computer equipment and components	Power supplies	Super Flower	Power Supply 1300W Super Flower "Leadex Gold" SF-1300F14MG ATX12V V2.22 (20/24+4/8+6/8+8pin, fan d140 mm) + power cable EURO (1.4 m)		241.43
4239	Computer equipment and components	Power supplies	Super Flower	Power Supply 1600W Super Flower "Leadex Platinum" SF-1600F14HP ATX12V V2.32 (24+4/8+6+6/8pin, fan d140 mm) + power cable EURO (1.4 m)		373.98
4240	Computer equipment and components	Power supplies	Super Flower	Power Supply 2000W Super Flower "Leadex Platinum" SF-2000F14HP ATX12V V2.32 (24+4/8+6+6/8pin, fan d140 mm) + power cable EURO (1.7 m)		468.64
4241	Computer equipment and components	Power supplies	Super Flower	Power Supply 500W Super Flower "Golden Silent Fanless" SF-500P14FG ATX12V V2.2 (20/24+4/8+6/8pin, without fan) + power cable EURO (1.4 m)		160.58
4242	Computer equipment and components	Power supplies	Thermaltake	Power Supply 1200W Thermaltake "Amur 1200W" W0430RE ATX12V V2.3 (24+4/8+6/8+8pin, fan d135 mm) + power cable EURO (1.8 m)		200.19
4243	Computer equipment and components	Power supplies	Thermaltake	Power Supply 1500W Thermaltake "Baikal 1500W" W0431RE ATX12V V2.3 (24+4/8+8+6/8+8pin, fan d135 mm) + power cable EURO (1.8 m)		300.43
4244	Computer equipment and components	Power supplies	Thermaltake	Power Supply 500W Thermaltake "Smart RGB 500W" SPR-0500NHSAW ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		41.62
4245	Computer equipment and components	Power supplies	Thermaltake	Power Supply 550W Thermaltake "Litepower 550W" LTP-0550P-2 ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		36.78
4246	Computer equipment and components	Power supplies	Thermaltake	Power Supply 600W Thermaltake "Smart RGB 600W" SPR-0600NHSAW ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		50.42
4247	Computer equipment and components	Power supplies	Thermaltake	Power Supply 600W Thermaltake "TR2 S 600W" TRS-0600P-2 ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		48.85
4248	Computer equipment and components	Power supplies	Thermaltake	Power Supply 650W Thermaltake "Litepower 650W" LTP-0650P-2 ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		43.8
4249	Computer equipment and components	Power supplies	Thermaltake	Power Supply 650W Thermaltake "TR2 S 650W" TRS-0650P-2 ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		52.53
4250	Computer equipment and components	Power supplies	Thermaltake	Power Supply 700W Thermaltake "Smart RGB 700W" SPR-0700NHSAW ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		57.78
4251	Computer equipment and components	Power supplies	Thermaltake	Power Supply 700W Thermaltake "TR2 S 700W" TRS-0700P-2 ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		55.22
4252	Computer equipment and components	Power supplies	Thermaltake	Power Supply 850W Thermaltake "Toughpower Grand RGB 850W" TPG-0850F-R ATX12V V2.4 (20/24+4/8+6/8pin, fan d140 mm) + power cable EURO (1.5 m)		145.82
4253	Computer equipment and components	Power supplies	Winard	Power Supply 450W Winard "450WA" ATX12V V2.2 (20/24+4pin, fan d80 mm)		11.57
4254	Computer equipment and components	Power supplies	Winard	Power Supply 500W Winard "500WA" ATX12V V2.2 (20/24+4pin, fan d80 mm)		12.18
4255	Computer equipment and components	Power supplies	Zalman	Power Supply 400W Zalman "ZM400-LEII" ATX12V V2.3 (20/24+4/8+6pin, fan d120 mm) + power cable EURO (1.5 m)		32.05
4256	Computer equipment and components	Power supplies	Zalman	Power Supply 500W Zalman "ZM500-LEII" ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		37.83
4257	Computer equipment and components	Power supplies	Zalman	Power Supply 600W Zalman "ZM600-LEII" ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		42.02
4258	Computer equipment and components	Power supplies	Zalman	Power Supply 600W Zalman "ZM600-LX" ATX12V V2.31 (20/24+4/8+6+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		46.66
4259	Computer equipment and components	Power supplies	Zalman	Power Supply 700W Zalman "ZM700-GVM" ATX12V V2.31 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		69.34
4260	Computer equipment and components	Power supplies	Zalman	Power Supply 700W Zalman "ZM700-LEII" ATX12V V2.3 (20/24+4/8+6/8pin, fan d120 mm) + power cable EURO (1.5 m)		45.23
4261	Computer equipment and components	Power supplies	Zalman	Power Supply 700W Zalman "ZM700-LX" ATX12V V2.31 (20/24+4/8+6/8pin, fan d140 mm) + power cable EURO (1.4 m)		55.68
4262	Computer equipment and components	Power supplies	Zalman	Power Supply 850W Zalman "ZM850-GVM" ATX12V V2.31 (20/24+8+4/8+6/8pin, fan d135 mm) + power cable EURO (1.4 m)		115.54
4263	Computer equipment and components	Paper	Canon	Office paper Canon "Black Label Extra" (A4, 80 gsm, 500 sheets)		3.65
4264	Computer equipment and components	Paper	Canon	Office paper Canon "Yellow Label" (A4, 80 gsm, 500 sheets)		3.55
4265	Computer equipment and components	Paper	Lomond	Paper for photo printing Lomond 0102005 (A4, 160 gsm, 100 sheets, Matte)		5.96
4266	Computer equipment and components	Paper	Lomond	Paper for photo printing Lomond 0102022 (A4, 230 gsm, 50 sheets, glossy)		7.08
4267	Computer equipment and components	Paper	Lomond	Paper for photo printing Lomond 0102055 (A4, 160 gsm, 50 sheets, glossy)		5.36
4268	Computer equipment and components	Paper	Lomond	Paper for photo printing Lomond 0102082 (10x15cm, 230gsm, 500 sheets, glossy)		14.06
4269	Computer equipment and components	Paper	Lomond	Paper for photo printing Lomond 1103101 (A4, 260 gsm, 20 sheets, super glossy)		4.8
4270	Computer equipment and components	Paper	Lomond	Office paper Lomond "Office class C" 0101005 (A4, 80gsm, 500 sheets)		3.47
4271	Computer equipment and components	Paper	Xerox	Office paper Xerox "Performer" 003R90649 (A4, 80 gsm, 500 sheets)		3.47
4272	Computer equipment and components	Webcams, video conferencing equipment	Logitech	Logitech "Expansion Microphones" 989-000171 for Logitech GROUP systems		286.38
4273	Computer equipment and components	Webcams, video conferencing equipment	Logitech	Dock-station Logitech "SmartDock" 960-001111 for conferences		624.63
4274	Computer equipment and components	Webcams, video conferencing equipment	Logitech	Dock-station Logitech "SmartDock" 960-001118 for conferences		275.46
4275	Computer equipment and components	Webcams, video conferencing equipment	Logitech	Internet Camera Logitech "B525" 960-000842 with a microphone (USB2.0)		38.98
4276	Computer equipment and components	Webcams, video conferencing equipment	Logitech	Internet Camera Logitech "BRIO" 960-001106 with a microphone (USB3.0)		190.07
4277	Computer equipment and components	Webcams, video conferencing equipment	Logitech	Internet Camera Logitech "c170" 960-001066 with a microphone (USB2.0)		14.13
4278	Computer equipment and components	Webcams, video conferencing equipment	Logitech	Internet Camera Logitech "c270" 960-001063 with a microphone (USB2.0), Gray		18.51
4279	Computer equipment and components	Webcams, video conferencing equipment	Logitech	Internet Camera Logitech "c310" 960-001065 with a microphone (USB2.0)		31.58
4280	Computer equipment and components	Webcams, video conferencing equipment	Logitech	Internet Camera Logitech "c525 HD WebCam" 960-001064 with a microphone (USB2.0)		42.4
4281	Computer equipment and components	Webcams, video conferencing equipment	Logitech	Internet Camera Logitech "c615 HD Webcam" 960-001056 with a microphone (USB2.0)		59.43
4282	Computer equipment and components	Webcams, video conferencing equipment	Logitech	Internet Camera Logitech "c920 HD Pro Webcam" 960-001055 with a microphone (USB2.0)		84.71
4283	Computer equipment and components	Webcams, video conferencing equipment	Logitech	Internet Camera Logitech "C922 Pro Stream Webcam" 960-001088 with a microphone (USB2.0)		100.63
4284	Computer equipment and components	Webcams, video conferencing equipment	Logitech	Internet Camera Logitech "C925e" 960-001076 with a microphone (USB2.0)		89.34
4285	Computer equipment and components	Webcams, video conferencing equipment	Logitech	Internet Camera Logitech "C930e" 960-000972 with a microphone (USB2.0)		117.95
4286	Computer equipment and components	Webcams, video conferencing equipment	Logitech	Internet Camera Logitech "ConferenceCam Connect" 960-001038 with a microphone (USB2.0, WiFi, Bluetooth)		522.93
